"time","loss","layer_0.max_depth","layer_0.min_data_in_leaf","layer_0.boosting_rounds","layer_1.input_window","layer_0.num_leaves","layer_1.min_data_in_leaf","layer_1.boosting_rounds","status","layer_1.learning_rate","layer_1.num_leaves","log","layer_0.bagging_fraction","layer_1.max_depth","layer_0.learning_rate","layer_0.input_window","error","layer_0.feature_fraction","trial"
"25.935423","0.4148883853534519","12.0","20.0","61.0","5.0","26.0","44.0","6.0","ok","0.04448411040889896","42.0","","0.18074776072325072","4.0","0.2128510365003359","2.0","","0.6121203068819308","3218"
"21.695351","0.25694087954117256","12.0","21.0","6.0","4.0","40.0","99.0","8.0","ok","0.16019880000612965","33.0","","0.4512860999080237","6.0","0.10427065350387418","2.0","","0.9766214915162044","3219"
"23.410871","0.34486861010626574","8.0","41.0","14.0","5.0","48.0","92.0","5.0","ok","0.06864670206308553","15.0","","0.9971746415438432","9.0","0.10007069749760542","3.0","","0.7628068235886424","3220"
"21.501705","0.30514016214735284","8.0","33.0","12.0","5.0","45.0","77.0","8.0","ok","0.03550491048005645","15.0","","0.26686889122618074","6.0","0.16584759484290634","3.0","","0.7752455907479472","3221"
"23.528819","0.1947230259691036","8.0","75.0","24.0","4.0","26.0","61.0","5.0","ok","0.20827882795047306","42.0","","0.7791217815326522","11.0","0.09218774707838774","3.0","","0.7379372551063641","3222"
"15.248632","0.14127198648142114","9.0","40.0","14.0","4.0","38.0","20.0","16.0","ok","0.17209625063347095","24.0","","0.722680559187083","2.0","0.41676210961311927","0.0","","0.9645348274494017","3223"
"22.792781","0.39183366577880036","9.0","56.0","38.0","4.0","28.0","21.0","5.0","ok","0.01496507237504135","50.0","","0.5236471163150852","14.0","0.09144102926098581","2.0","","0.6465367919722045","3224"
"17.860748","0.14830315262349839","10.0","29.0","10.0","4.0","10.0","51.0","15.0","ok","0.17078994318980206","25.0","","0.13923447138551456","5.0","0.30906730670834187","2.0","","0.6341526898266184","3225"
"23.403877","0.18500215501398343","9.0","60.0","7.0","4.0","44.0","25.0","66.0","ok","0.03657893527975523","37.0","","0.3643578816660059","6.0","0.11292925327288449","2.0","","0.8379842378937331","3226"
"17.562416","0.4510386984419363","13.0","73.0","6.0","3.0","14.0","71.0","10.0","ok","0.010782271749709403","22.0","","0.43716419824350794","4.0","0.37001871854830143","2.0","","0.7892734839541375","3227"
"18.588887","0.1967790413710516","11.0","58.0","30.0","4.0","31.0","73.0","32.0","ok","0.10082632609978992","40.0","","0.9760674224512775","9.0","0.24278986116112392","0.0","","0.7668016218800843","3228"
"34.277478","0.1644539424215211","9.0","27.0","30.0","5.0","35.0","70.0","69.0","ok","0.08141674818132504","9.0","","0.8919128165434944","15.0","0.44744963481105005","3.0","","0.6930773368439194","3229"
"20.477697","0.2923031219630777","8.0","26.0","10.0","4.0","42.0","70.0","19.0","ok","0.03255346986295465","47.0","","0.4017495275260198","5.0","0.28940624289066846","2.0","","0.7004352415471304","3230"
"16.760521","0.2745527429828326","12.0","62.0","21.0","5.0","15.0","69.0","5.0","ok","0.07898411305164404","34.0","","0.9294846094723929","6.0","0.2144067789274217","1.0","","0.597784346881899","3231"
"21.508331","0.4087182473257191","11.0","73.0","24.0","4.0","21.0","97.0","17.0","ok","0.012230811655565246","39.0","","0.5127687341351069","10.0","0.40482317769017406","2.0","","0.5999439195694454","3232"
"17.389492","0.41882127615649517","16.0","54.0","5.0","3.0","44.0","76.0","15.0","ok","0.021156404050166246","34.0","","0.4734167335988002","3.0","0.08832299768705194","2.0","","0.515176446741354","3233"
"18.08239","0.15898894487062268","14.0","47.0","7.0","4.0","23.0","63.0","35.0","ok","0.17258680762001902","36.0","","0.9982414817531288","15.0","0.20678359311590588","1.0","","0.6021924687212371","3234"
"21.104661","0.4166405826653272","11.0","59.0","21.0","5.0","34.0","59.0","7.0","ok","0.011158166787363496","29.0","","0.3721326856991396","14.0","0.3382631682189452","2.0","","0.9832450266691612","3235"
"21.910118","0.4071971459851911","12.0","31.0","51.0","3.0","8.0","88.0","10.0","ok","0.0111534295188589","38.0","","0.9970722596182419","5.0","0.1608265309438792","2.0","","0.8047353410917959","3236"
"15.158266","0.1905185999166407","9.0","49.0","11.0","4.0","46.0","39.0","26.0","ok","0.08671962633116718","47.0","","0.6579712545949955","8.0","0.2839756686030533","0.0","","0.7661371119718077","3237"
"25.62965","0.31901863181004575","13.0","58.0","56.0","5.0","47.0","65.0","22.0","ok","0.025999758405834746","27.0","","0.241332813043716","12.0","0.13912322878760316","1.0","","0.6922069504410362","3238"
"21.204893","0.1590370212004452","12.0","79.0","22.0","5.0","8.0","90.0","41.0","ok","0.10216773278187287","21.0","","0.3780634170302485","6.0","0.13056559894431363","2.0","","0.9777625777590273","3239"
"34.082588","0.22702415165893997","9.0","33.0","57.0","5.0","17.0","13.0","72.0","ok","0.018322151553010126","27.0","","0.5282439828639275","13.0","0.2454158903504247","3.0","","0.561701427976514","3240"
"21.619011","0.3689421326078736","11.0","59.0","35.0","5.0","47.0","54.0","18.0","ok","0.01175473635275837","10.0","","0.7290914410502707","9.0","0.13140691809309843","1.0","","0.7393481469999383","3241"
"19.975296","0.12726088152431073","9.0","26.0","22.0","5.0","29.0","69.0","43.0","ok","0.2536509944605574","16.0","","0.38316605217384647","13.0","0.43814512921368653","1.0","","0.8174057691373684","3242"
"19.573582","0.34889285353312854","12.0","30.0","25.0","4.0","38.0","39.0","19.0","ok","0.012358298470413448","47.0","","0.33961637459274047","5.0","0.09148161359220354","1.0","","0.8901755496005688","3243"
"15.27931","0.15987205714453268","13.0","68.0","30.0","4.0","27.0","93.0","28.0","ok","0.2678483818827699","12.0","","0.7813944902991257","2.0","0.33749679112219","0.0","","0.8932391859738095","3244"
"13.570739","0.41872783654302775","15.0","64.0","20.0","3.0","38.0","9.0","7.0","ok","0.011328215629137757","12.0","","0.4306244097323716","13.0","0.27665699807747585","0.0","","0.6501216294223982","3245"
"17.897697","0.32795802761865217","12.0","35.0","9.0","3.0","16.0","41.0","10.0","ok","0.03337847476018442","44.0","","0.7941185293945959","9.0","0.4391547938960676","2.0","","0.6219920672611987","3246"
"18.97662","0.3673425664129317","16.0","22.0","14.0","4.0","14.0","7.0","14.0","ok","0.027857997416453856","46.0","","0.1584070965328138","12.0","0.09068909425894893","2.0","","0.9525280126263651","3247"
"69.344158","0.3239575490199293","12.0","52.0","58.0","5.0","47.0","85.0","64.0","ok","0.01881201684998655","9.0","","0.8150880260650171","2.0","0.2442730572524984","3.0","","0.5983557816412155","3248"
"20.505576","0.155483741452815","9.0","47.0","5.0","5.0","48.0","51.0","25.0","ok","0.2816056819457075","43.0","","0.3473438619709033","13.0","0.24010318921631035","2.0","","0.9982468939258566","3249"
"24.831277","0.23996873359105206","9.0","73.0","52.0","4.0","25.0","77.0","6.0","ok","0.17756460334048627","13.0","","0.8595114935459511","9.0","0.26111321405190707","2.0","","0.5513835821270282","3250"
"26.935132","0.3308615341860237","15.0","53.0","28.0","4.0","25.0","99.0","18.0","ok","0.024970539823394557","32.0","","0.6842124961254227","7.0","0.19063558046422646","3.0","","0.9165986538446682","3251"
"21.00118","0.14978746513963212","13.0","73.0","7.0","4.0","28.0","22.0","36.0","ok","0.10905416657486929","37.0","","0.6194362986680185","15.0","0.28859068619981953","2.0","","0.7226757951409216","3252"
"15.780716","0.21792419917370817","12.0","79.0","23.0","4.0","45.0","27.0","6.0","ok","0.16694863777311889","47.0","","0.7213932677049876","4.0","0.4960477595507695","0.0","","0.7220226944910049","3253"
"41.52893","0.22159123882000756","10.0","27.0","48.0","5.0","39.0","55.0","5.0","ok","0.1736847898794488","33.0","","0.15902794607200096","9.0","0.08943512577701507","3.0","","0.7261532186497666","3254"
"27.539017","0.35818115667266187","12.0","63.0","57.0","3.0","16.0","92.0","31.0","ok","0.01052469738670812","17.0","","0.46522804754058955","3.0","0.17316970833531423","3.0","","0.902454035494125","3255"
"16.080453","0.23310881837521072","13.0","29.0","14.0","4.0","7.0","99.0","49.0","ok","0.014038841449548067","34.0","","0.5446454693589703","15.0","0.48263412408458994","0.0","","0.8977305040842157","3256"
"24.115674","0.14107852445098956","9.0","60.0","15.0","4.0","27.0","7.0","64.0","ok","0.06372470984588116","15.0","","0.29895522455889656","4.0","0.16571268983242698","3.0","","0.9915141439598443","3257"
"23.532107","0.1733112374795789","9.0","44.0","62.0","4.0","17.0","3.0","26.0","ok","0.20219552255694226","24.0","","0.8166858902355504","6.0","0.26950758174800904","1.0","","0.6537623386817686","3258"
"17.070963","0.15631248642729464","11.0","56.0","14.0","3.0","8.0","46.0","19.0","ok","0.22340467179800783","46.0","","0.7777706991269991","2.0","0.09775292091035055","2.0","","0.659835001050072","3259"
"15.558237","0.32412379435369504","13.0","36.0","5.0","4.0","38.0","1.0","37.0","ok","0.011419830722900504","45.0","","0.2467903394156632","3.0","0.12664676275855652","1.0","","0.9866625195718617","3260"
"16.881269","0.3308197046764489","14.0","56.0","8.0","4.0","32.0","94.0","33.0","ok","0.012666193786455124","31.0","","0.5274279106740801","5.0","0.2076641588302254","1.0","","0.7730532324225916","3261"
"22.712239","0.1383032951786204","13.0","48.0","41.0","4.0","23.0","5.0","18.0","ok","0.07613732827325188","42.0","","0.318486592452731","3.0","0.21505757557158497","2.0","","0.6407566903934832","3262"
"20.307133","0.3942419096415019","8.0","65.0","57.0","4.0","50.0","21.0","5.0","ok","0.13102636581807414","15.0","","0.14640821234773327","2.0","0.3878199894793118","1.0","","0.529731046508727","3263"
"19.175714","0.17126772265421977","15.0","42.0","10.0","3.0","40.0","98.0","12.0","ok","0.27337316731824973","37.0","","0.9483533778267156","8.0","0.36808539445519345","2.0","","0.717618634756496","3264"
"33.257732","0.3378293027474246","9.0","36.0","50.0","4.0","45.0","10.0","15.0","ok","0.02971503040488098","38.0","","0.5874658101887772","7.0","0.09362525067784284","1.0","","0.8138953617197362","3265"
"33.366596","0.16753441019963855","12.0","72.0","59.0","5.0","42.0","8.0","48.0","ok","0.047774113958384504","37.0","","0.20607404325898107","11.0","0.2036648756508228","2.0","","0.6778534999847511","3266"
"22.817667","0.19668257594576852","14.0","54.0","32.0","3.0","14.0","88.0","30.0","ok","0.03390770305904326","30.0","","0.908196194857774","14.0","0.13593806778740344","2.0","","0.7829693630388439","3267"
"17.188345","0.13528866288017116","9.0","35.0","12.0","4.0","48.0","35.0","27.0","ok","0.26985266488285026","14.0","","0.9817289556027361","15.0","0.2697184690275151","1.0","","0.6550668015415633","3268"
"14.676646","0.1775226989648765","12.0","74.0","6.0","3.0","10.0","81.0","23.0","ok","0.28968853685248014","14.0","","0.7239999296448811","11.0","0.10444034887592436","1.0","","0.536188665936763","3269"
"17.667627","0.3513922858404898","15.0","79.0","5.0","4.0","8.0","53.0","36.0","ok","0.029023203516934364","46.0","","0.5125966238128062","14.0","0.2508823195590049","1.0","","0.8501594874081195","3270"
"21.181539","0.28137362204399613","10.0","64.0","12.0","4.0","17.0","90.0","16.0","ok","0.05236285620259918","34.0","","0.19340633202817858","6.0","0.25603667196690405","3.0","","0.9033812959100849","3271"
"19.797697","0.12336616369374327","13.0","57.0","12.0","5.0","31.0","24.0","28.0","ok","0.1547041786204231","21.0","","0.5826943289049481","4.0","0.2136947930221495","2.0","","0.6291307050057995","3272"
"24.622366","0.43787530710578976","11.0","53.0","55.0","4.0","29.0","77.0","11.0","ok","0.01825603058524749","44.0","","0.15270236653018995","5.0","0.41684906811604666","2.0","","0.5153371870257047","3273"
"23.291074","0.3351353963780652","12.0","26.0","20.0","5.0","19.0","96.0","9.0","ok","0.017330786919295505","21.0","","0.6459762305061832","6.0","0.4305030778535249","3.0","","0.9925888868839059","3274"
"17.887836","0.41946383590382075","13.0","76.0","16.0","3.0","11.0","28.0","8.0","ok","0.0267031582030939","31.0","","0.9782703561900692","7.0","0.11735916487034537","2.0","","0.8952826057893816","3275"
"18.178739","0.3504146027256902","14.0","45.0","7.0","3.0","46.0","82.0","17.0","ok","0.03250924901229179","25.0","","0.5152804567677494","6.0","0.13711931293472027","2.0","","0.8903670280211529","3276"
"23.816118","0.2482749194972306","10.0","21.0","51.0","5.0","8.0","96.0","15.0","ok","0.0439233602936775","19.0","","0.9245504937300137","9.0","0.4094780987544256","2.0","","0.7625563678013398","3277"
"14.875475","0.2475839731387606","9.0","43.0","8.0","4.0","20.0","31.0","5.0","ok","0.17448936304971924","43.0","","0.9511254673869134","8.0","0.4650462974311596","1.0","","0.5586086439731722","3278"
"20.112101","0.3971712683372169","8.0","26.0","31.0","5.0","35.0","13.0","11.0","ok","0.04120593515246006","44.0","","0.6477323857212504","9.0","0.08202241713040535","1.0","","0.9584355392435359","3279"
"20.014879","0.47748709538365475","14.0","33.0","30.0","4.0","38.0","88.0","8.0","ok","0.015198489393169305","44.0","","0.5854816344602747","8.0","0.4001844300630654","1.0","","0.7051347424056449","3280"
"20.092881","0.300792427810082","12.0","46.0","11.0","3.0","13.0","58.0","48.0","ok","0.021281337802476614","49.0","","0.8100646230286283","10.0","0.09499522560616565","1.0","","0.6110896437254223","3281"
"23.604046","0.2531751310101996","14.0","69.0","7.0","3.0","25.0","96.0","33.0","ok","0.014823967168165541","44.0","","0.635668861129783","5.0","0.3398819078062092","3.0","","0.8853051401262242","3282"
"23.521152","0.2908495223825697","12.0","68.0","15.0","4.0","28.0","61.0","22.0","ok","0.012920977996870388","33.0","","0.4418710952014737","16.0","0.1472824058022295","3.0","","0.6827037913168648","3283"
"22.797652","0.11851041951390244","13.0","43.0","45.0","4.0","28.0","39.0","74.0","ok","0.09580451906013009","12.0","","0.7918221457004189","4.0","0.12735734387803757","1.0","","0.5688415291183959","3284"
"34.354046","0.2691366327253838","15.0","50.0","62.0","4.0","47.0","7.0","28.0","ok","0.044736793668035825","48.0","","0.3998987143423638","14.0","0.18975403325516435","0.0","","0.6487937955967915","3285"
"24.528205","0.12418783206873647","13.0","40.0","23.0","4.0","27.0","26.0","63.0","ok","0.05532505163601208","16.0","","0.6046815646136652","10.0","0.11875833447829408","2.0","","0.9507854846385643","3286"
"21.924901","0.29156496913308255","13.0","57.0","30.0","4.0","38.0","42.0","7.0","ok","0.020338493960455176","43.0","","0.37167496999121485","3.0","0.09324895459747315","2.0","","0.5508783403013402","3287"
"23.928995","0.23999457573095864","8.0","37.0","38.0","3.0","14.0","92.0","13.0","ok","0.1852537570735083","40.0","","0.3065789476806391","14.0","0.32320162972599104","3.0","","0.8275565511035285","3288"
"23.229244","0.1252427017119828","11.0","63.0","54.0","5.0","32.0","31.0","35.0","ok","0.18893946101621295","10.0","","0.4103801064758391","13.0","0.0812223874496003","1.0","","0.96976514099488","3289"
"22.991622","0.35936182344156986","13.0","74.0","20.0","5.0","26.0","45.0","5.0","ok","0.031169511106160615","31.0","","0.4993101040467829","7.0","0.08194809274722492","3.0","","0.6762066234257298","3290"
"34.340733","0.23773885667664185","12.0","44.0","6.0","3.0","42.0","36.0","70.0","ok","0.2537597546998215","42.0","","0.5510650716331292","7.0","0.17158453994508052","3.0","","0.9379100973127639","3291"
"80.009142","0.33770988971571514","14.0","51.0","63.0","4.0","50.0","77.0","39.0","ok","0.027392994674905843","31.0","","0.5174504500637028","6.0","0.14523392019080336","3.0","","0.960601475756485","3292"
"15.576829","0.3387916607077954","9.0","71.0","13.0","4.0","26.0","19.0","6.0","ok","0.032821390427040735","48.0","","0.8782218225180095","3.0","0.14868349273318243","1.0","","0.6061116644330671","3293"
"18.294255","0.17004238193904933","16.0","21.0","36.0","3.0","22.0","26.0","69.0","ok","0.0841724235183325","20.0","","0.6160725760250435","8.0","0.09803993052633928","0.0","","0.8410354988176865","3294"
"20.012253","0.36072017356644387","13.0","51.0","14.0","5.0","44.0","20.0","10.0","ok","0.017958219431139365","32.0","","0.7194907210725529","5.0","0.44259819419469537","1.0","","0.9707747113536562","3295"
"39.309115","0.23003407739082102","8.0","34.0","49.0","3.0","39.0","26.0","30.0","ok","0.02761523208114591","45.0","","0.3597437097363724","5.0","0.15693465175392113","3.0","","0.7581851343567292","3296"
"17.712194","0.2815532239516993","11.0","57.0","28.0","4.0","32.0","59.0","9.0","ok","0.040080086385362","31.0","","0.3966997189327899","8.0","0.09844022419067666","1.0","","0.5870701001904","3297"
"15.885857","0.21317061079854202","11.0","28.0","14.0","3.0","42.0","79.0","7.0","ok","0.18335767966829367","42.0","","0.16628360805212444","10.0","0.08648738192534658","1.0","","0.6432305670406295","3298"
"15.984472","0.30604543983610427","8.0","61.0","35.0","5.0","50.0","58.0","6.0","ok","0.013605832376189113","48.0","","0.17273518067826305","12.0","0.11609638904362851","0.0","","0.9394205222790191","3299"
"24.896698","0.14852633285616745","10.0","24.0","12.0","5.0","20.0","34.0","52.0","ok","0.1252530052252024","49.0","","0.5395744583419826","10.0","0.12905953062312797","2.0","","0.5220270880926108","3300"
"17.69126","0.1873232155385388","16.0","48.0","27.0","3.0","40.0","8.0","9.0","ok","0.09620360586604851","16.0","","0.17595781923491752","8.0","0.13349961287680126","1.0","","0.9842113625964533","3301"
"25.53163","0.1733659163656718","11.0","21.0","30.0","4.0","20.0","83.0","36.0","ok","0.06575807077881823","36.0","","0.5825837606685497","5.0","0.4451764246809149","3.0","","0.5525632499267621","3302"
"25.507856","0.29626482337265264","9.0","60.0","15.0","3.0","34.0","57.0","26.0","ok","0.02800537620570842","25.0","","0.4600247024385077","10.0","0.10871182884517246","3.0","","0.9423703368541263","3303"
"16.378742","0.30646243573226234","13.0","73.0","17.0","5.0","20.0","89.0","5.0","ok","0.07043623485265159","13.0","","0.9581216390850545","15.0","0.3075106950080355","1.0","","0.5394780257168541","3304"
"19.493563","0.32231332545149455","12.0","42.0","8.0","4.0","32.0","96.0","74.0","ok","0.2713921937911545","34.0","","0.4943378295195173","12.0","0.1877365519466465","0.0","","0.5016930619761525","3305"
"16.973331","0.1512421045901606","12.0","64.0","12.0","4.0","19.0","5.0","32.0","ok","0.22133320624962016","30.0","","0.8668623049501982","4.0","0.16647095819960336","1.0","","0.7479107529575664","3306"
"12.339856","0.1607084254179677","15.0","67.0","11.0","4.0","8.0","24.0","12.0","ok","0.22647975178972937","14.0","","0.6034354304981355","9.0","0.21092412185350215","0.0","","0.6720881569252233","3307"
"17.078861","0.14906487148671696","14.0","65.0","10.0","5.0","31.0","7.0","13.0","ok","0.1627150132075228","20.0","","0.5809444402428415","15.0","0.1572665724015158","1.0","","0.9343274937020961","3308"
"19.37707","0.25009339771517675","10.0","79.0","45.0","5.0","16.0","49.0","5.0","ok","0.21505575437531202","26.0","","0.4677666776659921","10.0","0.35055405281819174","1.0","","0.7495779847375061","3309"
"21.882718","0.4134488382773735","10.0","34.0","25.0","4.0","9.0","55.0","8.0","ok","0.017413255830158014","47.0","","0.3592806911388843","8.0","0.12833482133276145","3.0","","0.9703618116010087","3310"
"20.099556","0.1553192754022449","12.0","68.0","8.0","4.0","38.0","55.0","72.0","ok","0.07093679928379742","16.0","","0.3035493794157705","2.0","0.10089569015455006","2.0","","0.8564133020832922","3311"
"18.598384","0.15770109660384915","11.0","47.0","7.0","4.0","41.0","22.0","23.0","ok","0.20886922252052945","15.0","","0.595423360083842","5.0","0.11941699003423917","2.0","","0.5966103924780408","3312"
"24.522678","0.14319294437236255","15.0","36.0","47.0","5.0","17.0","86.0","38.0","ok","0.1890149222140863","21.0","","0.3888236575761088","14.0","0.1736532432155666","2.0","","0.9241592697654544","3313"
"23.310039","0.24823120015785574","8.0","23.0","64.0","4.0","32.0","88.0","51.0","ok","0.025418231389207194","29.0","","0.9895729852587526","15.0","0.20515541196795845","0.0","","0.9483269395253813","3314"
"18.187855","0.35642987014648336","11.0","31.0","57.0","3.0","9.0","57.0","35.0","ok","0.011293877226004091","24.0","","0.22449234401919466","5.0","0.19922004884155473","1.0","","0.8623536653363072","3315"
"23.816525","0.2309059793774645","12.0","50.0","32.0","4.0","26.0","85.0","55.0","ok","0.022560881962228926","40.0","","0.8360003867845519","16.0","0.2114779040650394","1.0","","0.5587894241248759","3316"
"19.706301","0.23780216688295575","11.0","79.0","12.0","5.0","19.0","3.0","46.0","ok","0.018185791838365262","13.0","","0.5205467737001052","4.0","0.43198112585704185","2.0","","0.6143906474720222","3317"
"17.698036","0.32638092033920735","14.0","40.0","20.0","5.0","5.0","81.0","7.0","ok","0.051138630601435295","31.0","","0.15806218448510378","4.0","0.2505964047722751","2.0","","0.8985041920345866","3318"
"17.067954","0.5409103794184604","15.0","68.0","5.0","4.0","42.0","26.0","5.0","ok","0.014774262756834076","12.0","","0.10952336739555363","13.0","0.23990311716723153","2.0","","0.9594844897622088","3319"
"17.079946","0.2867138063384182","8.0","77.0","10.0","3.0","22.0","79.0","32.0","ok","0.031169515335356945","48.0","","0.5710584709333045","7.0","0.08160801069092193","1.0","","0.7949591211355767","3320"
"16.766096","0.32116985885868393","9.0","22.0","45.0","4.0","9.0","68.0","12.0","ok","0.05118768143973597","21.0","","0.38112755393753295","3.0","0.38389940666365513","1.0","","0.9573960904260269","3321"
"24.302379","0.3694002513634071","16.0","71.0","30.0","4.0","43.0","44.0","28.0","ok","0.013062976186539932","34.0","","0.14100494429345717","15.0","0.21789243279002854","2.0","","0.8407878174338248","3322"
"53.523379","0.385040699095744","13.0","63.0","47.0","4.0","29.0","35.0","9.0","ok","0.0345108991306061","28.0","","0.5974139085865172","5.0","0.19369315343523494","2.0","","0.9388559787169617","3323"
"18.59915","0.30924524700739486","14.0","43.0","17.0","3.0","26.0","11.0","6.0","ok","0.031069178438493234","11.0","","0.7907965483771388","13.0","0.38871274440953607","2.0","","0.7521573448623211","3324"
"20.405271","0.43226703437155906","10.0","47.0","31.0","4.0","10.0","41.0","5.0","ok","0.019661225960926926","5.0","","0.8559475594725321","15.0","0.4408436586504722","2.0","","0.9502288313086389","3325"
"18.574434","0.34706817286590824","16.0","36.0","36.0","5.0","16.0","94.0","22.0","ok","0.019413994983952892","21.0","","0.4455570227941771","15.0","0.31787998248551497","1.0","","0.5265744160185553","3326"
"18.368154","0.3661131798819186","12.0","29.0","5.0","3.0","33.0","43.0","23.0","ok","0.01757177000482278","43.0","","0.21683076704762","16.0","0.2024249114565728","2.0","","0.5381767426496682","3327"
"17.284888","0.1248522161029207","10.0","62.0","27.0","4.0","15.0","49.0","14.0","ok","0.274413490932732","14.0","","0.9757872170205658","6.0","0.10743396781036256","1.0","","0.969964466361602","3328"
"16.378456","0.2950462266496981","9.0","77.0","8.0","4.0","49.0","97.0","15.0","ok","0.04512806586682828","33.0","","0.4660281852790896","11.0","0.10786792636111849","1.0","","0.976552267961314","3329"
"15.656468","0.27067681856188636","11.0","67.0","29.0","5.0","40.0","41.0","6.0","ok","0.08145644071338363","19.0","","0.2639808315615232","9.0","0.24769679453246618","0.0","","0.5551660591218448","3330"
"23.631356","0.23152090817777915","15.0","72.0","29.0","4.0","17.0","77.0","7.0","ok","0.12104111418486872","35.0","","0.6616316315079735","2.0","0.16331004821207215","3.0","","0.772597570490855","3331"
"14.171552","0.26142614029920525","14.0","26.0","7.0","4.0","47.0","41.0","67.0","ok","0.20538399967730694","7.0","","0.3918208709828438","4.0","0.08574145107637682","0.0","","0.9358178462805828","3332"
"17.389421","0.2612929778899328","10.0","61.0","34.0","3.0","19.0","76.0","7.0","ok","0.07990208477875296","41.0","","0.580839542151855","4.0","0.38814340556065535","1.0","","0.6406715322435411","3333"
"13.854882","0.4014027419933844","13.0","34.0","6.0","3.0","13.0","43.0","6.0","ok","0.05920625241656249","20.0","","0.4416947010166504","14.0","0.18330809129621914","1.0","","0.6354981278117676","3334"
"14.777631","0.17124462407978136","13.0","45.0","12.0","3.0","22.0","25.0","9.0","ok","0.12644403584826733","7.0","","0.8406586836185257","4.0","0.3170776415841178","1.0","","0.7890458178236934","3335"
"17.576595","0.16789783758269716","14.0","25.0","6.0","4.0","36.0","9.0","11.0","ok","0.1443998270465184","41.0","","0.3794289429699176","4.0","0.410338167661177","2.0","","0.6266569946063277","3336"
"37.307926","0.4164630896890155","10.0","42.0","50.0","4.0","47.0","58.0","6.0","ok","0.08029720586873643","31.0","","0.6262243076714029","14.0","0.3265861754061823","2.0","","0.9785366392372002","3337"
"19.399258","0.17953298338268556","11.0","35.0","45.0","3.0","25.0","98.0","67.0","ok","0.044702470188079185","42.0","","0.7603862398951345","4.0","0.11880355794689644","0.0","","0.9564027942629569","3338"
"21.885374","0.15673822765611176","8.0","51.0","8.0","4.0","30.0","71.0","24.0","ok","0.2461133059846875","33.0","","0.14610436034812324","14.0","0.1452958750286014","3.0","","0.6575412468395468","3339"
"19.981927","0.2383775940319008","12.0","51.0","9.0","3.0","44.0","61.0","20.0","ok","0.06282740869941038","8.0","","0.10364647292017393","3.0","0.10281819853314467","3.0","","0.7340699241647877","3340"
"18.888153","0.1395906934293777","16.0","37.0","16.0","5.0","7.0","36.0","46.0","ok","0.17673834980383796","25.0","","0.992725937079012","6.0","0.3563884292767517","1.0","","0.8772478326420848","3341"
"15.784003","0.2986063294826345","10.0","46.0","13.0","4.0","16.0","32.0","21.0","ok","0.03369099409929464","11.0","","0.6690436051787291","15.0","0.1361468311971469","1.0","","0.9857133119253941","3342"
"20.99687","0.31482507954999034","14.0","63.0","12.0","4.0","18.0","79.0","38.0","ok","0.010750498966032768","40.0","","0.5658033350014247","16.0","0.21945594546147235","2.0","","0.6118101209365001","3343"
"23.610397","0.14019807389267244","9.0","51.0","21.0","4.0","8.0","29.0","49.0","ok","0.11590876566074451","50.0","","0.3488735609870106","11.0","0.4496085387049247","2.0","","0.7532460151511593","3344"
"24.722614","0.42568669862831926","12.0","47.0","15.0","4.0","45.0","67.0","11.0","ok","0.015165968321185894","36.0","","0.6915171809993997","10.0","0.1723079544294344","3.0","","0.8204690757156283","3345"
"52.33282","0.29712155473442137","15.0","37.0","55.0","3.0","43.0","40.0","14.0","ok","0.1684270925507718","44.0","","0.5113720304397711","10.0","0.17831614284197742","2.0","","0.5559900974231493","3346"
"28.942395","0.16833357453446574","16.0","50.0","25.0","5.0","44.0","53.0","30.0","ok","0.19164078714384294","28.0","","0.7275591700688294","15.0","0.3219084950514366","2.0","","0.9813875838948419","3347"
"15.356818","0.1517819344746354","11.0","21.0","50.0","3.0","15.0","34.0","19.0","ok","0.12825908759244214","9.0","","0.6589205740064583","4.0","0.08671342919687093","0.0","","0.5769895971824562","3348"
"15.588879","0.18589032756481197","15.0","60.0","23.0","4.0","31.0","24.0","17.0","ok","0.07563444789162473","46.0","","0.6193348147501678","9.0","0.15656751357745471","0.0","","0.5188300842589764","3349"
"13.849096","0.14693353083784252","12.0","42.0","17.0","4.0","26.0","53.0","30.0","ok","0.12339626692944707","38.0","","0.751219733790725","3.0","0.15542069440176232","0.0","","0.5816610120624225","3350"
"21.907249","0.38677491137529","14.0","20.0","14.0","4.0","19.0","88.0","5.0","ok","0.03143838898997574","23.0","","0.8776849269734132","9.0","0.30954685478982424","3.0","","0.9053585769514148","3351"
"22.024295","0.30779209984121253","15.0","47.0","70.0","4.0","6.0","74.0","20.0","ok","0.022182480905514605","13.0","","0.4937293422677663","8.0","0.18563846867002456","2.0","","0.7602063966618735","3352"
"20.073249","0.15014871121804227","8.0","22.0","8.0","4.0","9.0","84.0","51.0","ok","0.09880998694720113","14.0","","0.881216414599734","12.0","0.23049697317227708","2.0","","0.6592379732436905","3353"
"29.456784","0.36490998780056566","10.0","43.0","59.0","4.0","35.0","8.0","9.0","ok","0.03437140710759627","42.0","","0.4346783371043732","10.0","0.17575346337093978","2.0","","0.7703237353063914","3354"
"18.294582","0.15786314611889388","10.0","27.0","12.0","4.0","7.0","90.0","26.0","ok","0.21735323298916648","18.0","","0.17234866540747218","4.0","0.2617126697674658","2.0","","0.6509513981482226","3355"
