trial,status,loss,time,log,error,activation,layer1_layers,layer1_size,layer2_layers,layer2_size,layer3_layers,layer3_size,layer4_layers,layer4_size,learning_rate,weight_decay
1310,ok,0.3533,1137.304385,,,elu,3,80,2,128,1,192,2,256,0.643175066111257,0.000284527347739
1311,ok,0.3701,1254.70363,,,selu,2,64,2,160,2,128,3,384,0.421837762481822,8.57296993336503E-05
1312,ok,0.3881,1324.649128,,,elu,2,64,3,160,2,192,3,256,1.1650318678477,0.000149137232225
1313,ok,0.2997,1391.188083,,,elu,3,80,2,160,2,192,3,256,0.320289855258533,0.000149258747375
1314,ok,0.2849,1399.334293,,,elu,3,80,2,128,1,256,3,384,0.289890568354763,2.81389950536702E-05
1315,ok,0.2651,1115.065936,,,rrelu,2,64,2,160,2,128,2,384,0.509560023730089,0.00012924635555
1316,ok,0.4037,1276.429881,,,selu,2,80,2,192,1,192,3,256,0.670143838886975,0.000405599148524
1317,ok,0.328,1451.213709,,,selu,3,80,2,128,1,256,3,384,0.468006981568667,5.03188979881487E-05
1318,ok,0.2242,1337.831095,,,selu,3,80,3,128,2,128,2,384,0.142336874249622,7.09192089566913E-05
1319,ok,0.3989,1439.812075,,,relu,2,96,3,160,2,256,2,384,1.16024544105166,6.68000443403468E-05
1320,ok,0.3559,1333.342136,,,elu,3,64,3,160,1,192,3,256,1.19673916239917,0.00035050966618
1321,ok,0.3782,1338.83785,,,selu,2,80,2,192,2,192,2,384,0.109229175445212,0.000443866010887
1322,ok,0.3228,1394.949769,,,rrelu,3,80,2,160,2,192,2,384,1.01338170236783,4.50848896153001E-05
1323,ok,0.3222,1288.463355,,,relu,3,80,2,160,1,192,2,384,0.948248211499892,5.51763388770429E-05
1324,ok,0.4172,1496.575143,,,rrelu,2,80,2,160,2,256,3,384,0.346649593998728,3.82453045905728E-05
1325,ok,0.3777,1377.580845,,,relu,3,96,2,160,1,256,3,256,1.32582834279332,9.59206470930961E-05
1326,ok,0.4177,1426.417473,,,elu,2,80,2,128,2,256,3,384,0.73605256211833,0.000294392442879
1327,ok,0.3139,1483.677177,,,relu,3,96,3,160,2,256,2,256,0.558492812235623,2.58502358830774E-05
1328,ok,0.9,1423.325817,,,selu,3,80,2,160,2,192,3,256,1.44699594535417,0.000293298589829
1329,ok,0.2725,1440.896911,,,elu,3,64,3,160,1,192,3,384,0.439448790082713,6.30699872104317E-05
1330,ok,0.4887,1267.099375,,,relu,2,64,2,128,2,192,3,384,1.49581058259684,3.69315018576023E-05
1331,ok,0.4465,1370.506883,,,selu,2,96,2,192,1,192,3,384,0.693786031440072,5.04600328425197E-05
1332,ok,0.1941,1443.542164,,,elu,3,80,3,160,2,192,2,384,0.452085024436261,0.000377244514269
1333,ok,0.3572,1248.999688,,,rrelu,3,96,2,160,2,128,2,256,1.36402020780801,0.000467416698014
1334,ok,0.3113,1246.760264,,,relu,3,64,2,160,1,256,3,256,0.465766579659819,0.000209430133527
1335,ok,0.9,1472.760043,,,selu,2,64,2,192,2,256,3,384,0.819532972281372,3.22476063015882E-05
1336,ok,0.9,1261.926512,,,selu,2,80,2,128,2,192,3,256,0.953139803512283,0.000362543788884
1337,ok,0.1654,1625.869264,,,rrelu,3,80,3,128,2,256,3,384,0.785241466492103,2.47019074415924E-05
1338,ok,0.9,1562.767945,,,selu,3,96,3,160,2,128,3,384,1.31819297287499,0.000455235139439
1339,ok,0.2958,1516.579431,,,rrelu,3,64,3,160,2,256,2,384,0.724222223799535,6.68622926916516E-05
1340,ok,0.4065,1835.297951,,,selu,3,80,2,160,1,320,3,512,0.401517897720457,2.67796619203021E-05
1341,ok,0.1854,1594.842651,,,relu,3,80,3,192,2,256,2,384,0.92537353938391,0.000364110948133
1342,ok,0.428,1582.555122,,,relu,2,96,3,192,1,320,3,384,1.34001205757461,7.37829163524215E-05
1343,ok,0.4204,1651.819978,,,rrelu,2,80,3,192,2,320,2,384,1.21510419763888,0.000223012133838
1344,ok,0.9,1723.671964,,,selu,2,80,3,160,1,192,3,512,0.950990012767971,2.54577194983768E-05
1345,ok,0.4018,1440.276951,,,rrelu,2,96,2,192,1,192,2,512,0.341204383356839,0.000499533877995
1346,ok,0.3065,1407.579127,,,elu,3,64,3,192,1,128,3,384,0.828346381215817,3.5365764121826E-05
1347,ok,0.3476,1092.815584,,,rrelu,2,64,2,128,1,192,2,384,1.23101669587183,0.000370135981216
1348,ok,0.3384,1287.231995,,,elu,2,80,3,160,1,192,3,256,1.17042763766875,7.20467133220332E-05
1349,ok,0.4379,1312.547882,,,relu,2,80,2,160,2,256,2,384,1.37469461997719,2.16232156398295E-05
1350,ok,0.3608,1295.894132,,,elu,3,80,2,160,1,192,3,256,0.117778885293733,3.61929860453608E-05
1351,ok,0.9,1460.060833,,,selu,3,80,3,160,1,128,3,384,1.08797773089809,0.000293567898213
1352,ok,0.9,1273.150304,,,selu,3,80,2,160,2,128,2,384,1.31840018713438,5.97139846645029E-05
1353,ok,0.3156,1462.280233,,,elu,3,64,3,160,2,256,2,384,0.191335970326594,2.31770807785577E-05
1354,ok,0.427,1551.870761,,,relu,3,80,2,160,2,256,3,384,1.01873356398577,5.71158680698542E-05
1355,ok,0.4158,1399.623149,,,elu,2,64,2,160,2,256,3,384,0.988973209352787,4.61022898352735E-05
1356,ok,0.344,1418.143486,,,selu,2,80,2,192,2,256,3,256,0.719602984002145,8.62647487469368E-05
1357,ok,0.3868,1791.217717,,,rrelu,3,96,3,128,1,192,3,512,1.39515232536523,0.000207080208137
1358,ok,0.3396,1394.402429,,,selu,2,96,3,192,1,192,2,384,0.841549321350494,6.65804454894473E-05
1359,ok,0.3309,1207.799801,,,rrelu,3,64,3,128,1,128,2,384,1.47222235300498,0.000139188094699
1360,ok,0.1865,1436.896176,,,elu,3,80,3,128,2,128,3,384,0.766521324189365,0.000419222434922
1361,ok,0.2932,1215.604447,,,elu,2,64,3,160,2,128,2,384,0.194886555252933,3.76008614605482E-05
1362,ok,0.3556,1350.726191,,,elu,3,80,3,128,1,256,2,384,0.507037095852751,0.000276145222906
1363,ok,0.2834,1442.819429,,,rrelu,3,64,3,128,1,256,3,384,0.523778610794855,0.000131726115671
1364,ok,0.3581,1250.57146,,,relu,2,80,3,160,1,128,3,256,1.02053624317286,5.24733121607336E-05
1365,ok,0.3193,1101.707334,,,relu,2,80,2,128,2,128,2,384,0.237457364967482,0.000448739975607
1366,ok,0.1934,1633.029474,,,rrelu,3,80,3,192,1,256,3,384,0.879803082559381,0.00034122421196
1367,ok,0.3391,1439.482812,,,relu,3,80,2,160,2,256,2,384,0.838752870554355,3.6828893956744E-05
1368,ok,0.1735,1661.592159,,,relu,3,80,3,160,2,256,3,384,1.3167545283369,0.00034416713885
1369,ok,0.3636,1396.508559,,,relu,3,96,3,128,1,192,3,256,1.27971740861344,2.42765648364415E-05
1370,ok,0.3876,1573.536427,,,relu,2,80,3,160,2,256,3,384,0.585998996294981,2.14197308206004E-05
1371,ok,0.3944,1541.78055,,,rrelu,2,64,3,160,1,320,2,512,0.338149641523231,6.58752481782512E-05
1372,ok,0.3353,1644.638873,,,rrelu,3,80,3,160,1,320,3,384,1.24197466984133,3.27576267287266E-05
1373,ok,0.9,1544.575028,,,selu,3,80,3,160,1,192,3,384,0.86143599657375,0.000170921323523
1374,ok,0.433,1488.043156,,,rrelu,3,80,2,160,1,192,2,512,0.787273882251414,4.07545552140534E-05
1375,ok,0.4705,1191.700573,,,rrelu,2,80,2,160,1,192,3,256,0.892779913195611,0.000276447447434
1376,ok,0.3776,1351.02831,,,rrelu,3,80,3,160,1,128,2,384,1.21439484537987,0.00031401403728
1377,ok,0.4335,1867.165992,,,relu,2,96,3,160,2,256,3,512,0.291456418911144,2.41102244019214E-05
1378,ok,0.4225,1667.772812,,,relu,2,80,2,160,2,192,3,512,0.46684447902515,8.39621926384525E-05
1379,ok,0.2916,1333.731163,,,elu,3,64,3,192,1,192,2,384,0.434712644837299,5.13752292713111E-05
1380,ok,0.4025,1370.936462,,,elu,3,80,2,192,1,128,3,384,0.417321350854043,0.00041978918277
1381,ok,0.3454,1356.238922,,,relu,3,96,2,160,1,256,2,384,0.674803229715496,0.000323187096859
1382,ok,0.3192,1203.009646,,,rrelu,2,64,3,192,2,128,2,256,0.999237549407328,7.73004813002657E-05
1383,ok,0.4841,1777.645123,,,relu,3,64,2,192,1,320,3,512,1.12013665723453,4.99492257639234E-05
1384,ok,0.3462,1213.407853,,,elu,3,64,2,160,2,128,3,256,1.18867756034144,5.39574094371225E-05
1385,ok,0.3174,1258.467914,,,elu,2,80,3,160,2,128,2,384,0.15574451693352,5.99375909373838E-05
1386,ok,0.3263,1515.791457,,,rrelu,3,80,2,160,2,192,3,384,0.506565016556971,0.000142042834499
1387,ok,0.9,1634.536458,,,selu,2,96,3,160,2,256,3,384,0.97327872407211,8.8830357829776E-05
1388,ok,0.3158,1367.929742,,,selu,3,80,2,160,1,256,2,384,0.35127565186973,6.87923413807641E-05
1389,ok,0.5026,1729.602179,,,relu,3,96,2,128,2,192,3,512,1.25473312236464,2.35481722439202E-05
1390,ok,0.2316,1186.376776,,,elu,3,80,2,160,2,128,2,256,0.276219994528506,9.83415042072722E-05
1391,ok,0.5236,1242.11566,,,relu,2,64,2,160,1,320,3,256,1.10898062712123,0.000451941159454
1392,ok,0.9,1269.001462,,,selu,2,80,2,128,1,192,3,384,1.1864577424831,0.000166097922059
1393,ok,0.2823,1213.473642,,,elu,3,64,2,128,1,256,3,256,0.282041829413876,7.04319407125684E-05
1394,ok,0.3718,1287.885874,,,elu,3,64,2,160,2,192,2,384,0.436494299413377,0.000185993591318
1395,ok,0.1773,1540.439003,,,relu,3,80,3,160,1,256,3,384,1.29189484789097,0.000157898367855
1396,ok,0.3001,1434.453607,,,elu,3,80,3,160,1,256,2,384,0.272748144999305,0.000149311464909
1397,ok,0.3804,1529.816554,,,rrelu,3,80,3,160,1,128,2,512,1.33585969946676,2.02406894997046E-05
1398,ok,0.9,1331.375892,,,selu,2,64,2,128,2,320,3,256,1.0664854765883,0.000363351961079
1399,ok,0.3927,1329.589648,,,rrelu,2,80,2,128,2,256,3,256,0.360667207914685,0.000208884686258
1400,ok,0.2845,1106.514574,,,rrelu,2,64,3,128,1,192,2,256,0.684547850950274,2.81663268595844E-05
1401,ok,0.3617,1472.590268,,,rrelu,3,80,2,160,2,320,2,256,0.339941477894136,0.000105599344892
1402,ok,0.3957,1310.035645,,,relu,2,80,2,192,2,192,3,256,0.621688128925825,6.55369553982556E-05
1403,ok,0.3169,1376.131071,,,elu,3,64,3,160,2,256,2,256,1.09548968723303,4.32367912762251E-05
1404,ok,0.2726,1363.713634,,,rrelu,2,64,3,160,1,192,3,384,0.56859136099967,4.59170882157413E-05
1405,ok,0.2729,1152.722005,,,elu,2,80,3,128,1,192,2,256,0.445893366810932,0.000131639808381
1406,ok,0.1211,1565.421052,,,selu,3,64,3,192,1,192,2,512,0.345900617037211,6.08336583952616E-05
1407,ok,0.322,1428.25391,,,rrelu,3,64,3,160,2,192,2,384,0.207986366289491,0.000292119443136
1408,ok,0.265,991.61751,,,relu,2,64,2,128,1,128,2,384,0.360296048919831,0.000265359754555
1409,ok,0.4135,1660.112113,,,relu,3,64,3,160,2,256,2,512,1.34607288763149,0.000129251216804
1410,ok,0.3644,1377.417194,,,elu,3,80,2,128,2,128,2,512,0.975224025184669,0.000194115317651
1411,ok,0.9,1267.403416,,,selu,2,80,2,128,1,192,3,384,1.05652286953588,6.66584406065609E-05
1412,ok,0.365,1424.453831,,,rrelu,3,80,2,160,2,128,3,384,1.01014249444876,0.000136159815464
1413,ok,0.387,1426.216954,,,selu,2,80,3,160,1,192,3,384,0.204926307777696,0.000170657775638
1414,ok,0.4129,1754.303717,,,rrelu,3,96,2,160,1,192,3,512,0.691399644288774,4.59441764292221E-05
1415,ok,0.4171,1610.560728,,,rrelu,3,96,2,160,2,320,3,256,1.06475683047837,0.000377677884047
1416,ok,0.9,1144.657374,,,selu,3,64,2,160,2,128,2,256,1.19144013569202,0.000378745046396
1417,ok,0.4407,1572.67674,,,elu,2,80,3,160,2,256,3,384,1.42231911191385,0.000279700322514
1418,ok,0.3156,1102.708997,,,rrelu,3,64,2,128,2,128,2,256,0.880616590222642,6.45850182930253E-05
1419,ok,0.3334,1493.587229,,,rrelu,2,80,3,160,2,256,2,384,0.755306508680761,2.93884056694764E-05
1420,ok,0.3433,1137.495206,,,rrelu,2,64,2,128,1,256,2,384,0.973925613697035,0.000195912774157
1421,ok,0.1026,1702.02713,,,relu,3,96,3,160,2,256,3,384,0.5050470042752,0.000257714713369
1422,ok,0.4185,1472.276373,,,selu,3,96,2,128,1,192,2,512,0.970429599198421,0.000260474783812
1423,ok,0.4458,1314.964266,,,relu,2,80,2,160,2,256,3,256,0.212097114912977,4.5643783152472E-05
1424,ok,0.3732,1132.896899,,,rrelu,2,64,2,160,1,192,2,384,0.912721151168638,0.000234182357273
1425,ok,0.236,1108.292013,,,elu,2,80,2,128,2,128,2,384,0.478308542288024,5.12132170709662E-05
1426,ok,0.3226,1290.747574,,,relu,3,80,2,128,2,192,2,384,0.4539090535674,0.000442080908387
1427,ok,0.3083,1012.723489,,,relu,2,64,2,128,1,128,3,256,0.494409211655437,3.97418235199175E-05
1428,ok,0.3515,1094.042133,,,relu,3,64,2,160,1,192,2,256,1.08045059515491,0.000447148660067
1429,ok,0.3657,1503.46432,,,selu,3,64,2,192,2,192,3,384,0.65382698735408,0.000190083573009
1430,ok,0.4307,1632.172856,,,elu,3,80,2,192,1,128,3,512,0.559643772509004,0.000115726918939
1431,ok,0.4838,1194.391341,,,relu,2,96,3,160,2,128,2,256,1.03141286923219,3.83208599665995E-05
1432,ok,0.4128,1237.127497,,,elu,2,96,2,160,1,192,3,256,0.730375450382277,0.000278434124208
1433,ok,0.3618,1317.494313,,,rrelu,2,64,3,160,2,256,2,256,0.885825817594601,2.52085190991754E-05
1434,ok,0.4072,1321.159463,,,elu,2,64,3,128,2,256,2,384,0.925937678782149,5.25115389565415E-05
1435,ok,0.1205,1422.076851,,,selu,3,80,3,128,1,128,3,384,0.194176029018853,0.000259922114843
1436,ok,0.3013,1272.124579,,,selu,2,64,3,192,1,128,3,256,0.49995108509403,7.70049939543432E-05
1437,ok,0.1577,1948.136385,,,rrelu,3,80,3,128,2,256,3,512,0.213556332685165,0.000133799790852
1438,ok,0.2844,1198.516582,,,relu,2,64,3,128,1,256,2,384,0.216233202853188,0.000178225249688
1439,ok,0.361,1316.653691,,,selu,2,80,3,192,1,256,2,256,0.137856324861818,0.00041657788834
1440,ok,0.2196,1073.116584,,,elu,2,64,3,128,1,192,2,256,0.618314150064261,6.09222846241592E-05
1441,ok,0.1266,1873.972745,,,selu,3,80,3,192,1,192,3,512,0.460297783431359,0.000254001317323
1442,ok,0.4087,1395.972169,,,relu,2,80,2,128,2,256,3,384,0.535214899471438,4.131575339181E-05
1443,ok,0.3648,1408.728105,,,rrelu,2,80,2,192,2,256,2,384,0.872481770167641,4.7735446351069E-05
1444,ok,0.3531,1321.123831,,,rrelu,2,80,3,128,2,192,2,384,0.739202163159701,0.000483221741749
1445,ok,0.3219,1384.532491,,,rrelu,3,64,2,160,2,256,2,384,0.658128803691229,9.04670445570027E-05
1446,ok,0.3075,1245.646979,,,rrelu,3,64,2,160,2,192,2,256,0.975424540277391,4.44237820126329E-05
1447,ok,0.1035,1630.941518,,,rrelu,3,80,3,160,2,192,3,384,0.849218801173932,2.45236698887769E-05
1448,ok,0.4224,1442.461635,,,relu,2,80,3,160,1,256,3,384,0.952056561056349,5.41028376571005E-05
1449,ok,0.387,1493.024003,,,rrelu,3,80,2,160,1,192,2,512,0.399205312814532,0.000240263154009
1450,ok,0.1056,1483.284787,,,elu,3,80,3,160,2,192,3,256,1.32559861665063,5.35731026677684E-05
1451,ok,0.2693,1297.5197,,,relu,3,80,3,160,1,192,2,256,0.432431859992525,3.39876973940631E-05
1452,ok,0.3888,1546.658109,,,selu,3,80,2,128,2,256,3,384,0.447556166674014,0.000337956232488
1453,ok,0.3073,1063.965804,,,relu,2,80,2,128,1,256,2,256,0.591965028440702,2.17490990055953E-05
1454,ok,0.4214,1646.700035,,,elu,2,64,2,128,2,256,3,512,0.189501382552258,0.000123337654907
1455,ok,0.1197,1632.27242,,,rrelu,3,80,3,160,2,192,3,384,1.19777114477087,0.000141271039676
1456,ok,0.4317,1776.707145,,,elu,3,80,2,160,2,192,3,512,0.912738700298033,3.14968446852924E-05
1457,ok,0.3706,1454.708938,,,elu,2,80,3,192,2,128,3,384,0.361578767217382,0.000175554700917
1458,ok,0.9,1466.956828,,,selu,3,80,3,160,1,256,3,256,1.43248592795407,5.97514942838254E-05
1459,ok,0.4294,1337.403233,,,rrelu,2,96,2,128,2,256,2,384,1.11288590144985,8.85570804650495E-05
1460,ok,0.3746,1243.119739,,,relu,2,80,3,128,2,128,3,256,1.40306017307074,0.000160934328749
1461,ok,0.4999,1537.815283,,,relu,2,80,2,160,2,128,3,512,1.3695410270064,0.000138829092175
1462,ok,0.9,1666.766445,,,selu,3,80,3,160,1,320,3,384,1.01276162788162,0.0002508913196
1463,ok,0.3956,1339.484,,,elu,2,80,2,160,1,256,3,384,1.46388700465084,8.24405371112376E-05
1464,ok,0.3626,1331.394357,,,selu,3,64,2,128,2,192,3,256,0.198323013876183,0.000315934235935
1465,ok,0.9,1330.914066,,,selu,3,80,2,160,2,128,3,256,0.915601639762636,0.000139654588162
1466,ok,0.3272,1324.324645,,,elu,3,80,2,192,1,192,2,384,1.37244611436656,0.000208806138518
1467,ok,0.2261,1187.11433,,,elu,3,80,2,160,2,128,2,256,0.689062942495371,5.71280114557226E-05
1468,ok,0.4384,1251.02535,,,rrelu,2,96,2,192,1,192,2,384,0.304236542405954,0.000362063489155
1469,ok,0.139,1715.676885,,,rrelu,3,80,3,160,2,256,3,384,0.827597679547338,0.000387600221675
1470,ok,0.3932,1390.311615,,,relu,2,96,3,192,1,128,3,384,1.20468254825416,9.45111833285947E-05
1471,ok,0.3678,1476.483609,,,rrelu,2,80,3,128,1,320,3,384,1.2738093859831,3.26643551958432E-05
1472,ok,0.422,1288.993151,,,elu,2,96,2,192,1,256,2,384,0.863163933482931,0.000129770679934
1473,ok,0.3032,1374.88972,,,elu,3,64,3,160,2,256,2,256,0.180904318060396,3.19070607265055E-05
1474,ok,0.3938,1231.037794,,,relu,2,64,2,160,1,192,3,384,0.50663767447121,0.000164842174601
1475,ok,0.9,1118.911218,,,selu,3,64,2,128,1,128,2,384,1.48173801500026,0.000158052214817
1476,ok,0.481,1544.853332,,,elu,2,64,2,160,1,256,3,512,1.3792512206991,0.000140693230078
1477,ok,0.3028,1475.517938,,,rrelu,3,96,3,192,1,192,2,384,0.593094918846056,0.000105651550071
1478,ok,0.4027,1354.892651,,,relu,2,96,3,160,1,256,3,256,1.24803469557822,0.000180197333224
1479,ok,0.431,1414.831858,,,relu,2,96,2,160,2,192,3,384,1.2161421704955,3.28132589243042E-05
1480,ok,0.499,1408.717497,,,selu,2,64,3,160,1,192,2,512,0.938582370400591,0.000175760018447
1481,ok,0.3921,1478.615646,,,relu,3,80,3,128,2,256,2,384,1.3004170473052,8.83269980529475E-05
1482,ok,0.3349,1248.618191,,,rrelu,3,64,2,160,2,192,2,256,1.11465143028925,0.000114742439551
1483,ok,0.3021,1128.174838,,,rrelu,2,64,2,160,1,192,2,384,0.43527821388275,0.000107915908531
1484,ok,0.4038,1531.032275,,,rrelu,3,80,2,128,2,320,2,384,1.48547940321639,3.81655500476601E-05
1485,ok,0.3263,1245.927757,,,selu,2,80,2,128,2,192,2,384,0.541057589514624,0.000133215309147
1486,ok,0.3981,1468.110767,,,elu,2,80,2,160,2,256,3,384,0.496716311238785,6.65635321994291E-05
1487,ok,0.3425,1527.221267,,,selu,3,96,2,160,2,256,2,384,0.815103438345521,4.56221161136628E-05
1488,ok,0.3666,1086.791202,,,relu,2,80,2,160,1,128,2,384,1.37642743425045,2.35837440798639E-05
1489,ok,0.4525,1611.95816,,,selu,2,80,2,192,2,256,2,512,0.41491819231087,0.000211458407684
1490,ok,0.1046,1497.952549,,,rrelu,3,96,3,128,2,192,3,256,0.254125061465378,5.1179770679187E-05
1491,ok,0.3928,1550.988695,,,rrelu,3,64,3,192,1,192,2,512,0.963611668292774,2.9594423409682E-05
1492,ok,0.2944,1038.795188,,,relu,2,96,2,160,1,128,2,256,0.195040598633803,6.37769765002868E-05
1493,ok,0.3329,1535.26212,,,selu,3,80,2,160,1,320,3,384,0.824165263616787,3.29270858998008E-05
1494,ok,0.3771,1561.748697,,,selu,3,80,2,192,2,192,3,384,0.856176888514658,0.000131071277639
1495,ok,0.3826,1652.405459,,,relu,3,80,3,192,1,256,2,512,0.101343250928287,3.16270080607315E-05
1496,ok,0.3042,1309.901632,,,relu,3,80,2,128,1,320,2,384,0.552162872251403,7.90536338430677E-05
1497,ok,0.3514,1357.228992,,,relu,3,80,2,160,2,192,2,384,0.134646934943602,7.90018446593026E-05
1498,ok,0.9,1269.615304,,,selu,2,64,2,160,2,192,3,256,1.03247697671276,0.000271577300107
1499,ok,0.9,1489.307574,,,selu,2,64,2,128,2,128,3,512,1.07045175758651,4.71226568265001E-05
1500,ok,0.3019,1266.216185,,,selu,2,80,3,160,1,256,2,256,0.237527903394205,2.51711659469811E-05
1501,ok,0.1618,1560.874785,,,elu,3,80,3,160,2,256,2,384,0.293704849899191,4.92409005080336E-05
1502,ok,0.3879,1373.423246,,,relu,2,80,3,128,2,256,2,384,1.16818826213089,4.05667403470955E-05
1503,ok,0.3525,1140.157848,,,selu,2,80,2,128,2,128,2,384,0.782750409668204,0.000428164920102
1504,ok,0.2454,1513.603495,,,rrelu,3,80,3,128,1,256,3,384,0.827233998152029,8.6915471650383E-05
1505,ok,0.4216,1523.200567,,,elu,2,96,3,160,2,192,3,384,1.29756037918727,6.76707409201537E-05
1506,ok,0.3375,1042.543169,,,relu,2,64,2,128,2,128,2,384,1.13409460654241,0.000220897019559
1507,ok,0.2944,1312.018962,,,selu,2,80,3,160,1,192,2,384,0.31668026855815,5.22725474577045E-05
1508,ok,0.3308,1452.600548,,,rrelu,2,80,3,128,2,192,3,384,1.11944675610038,0.000107177124937
1509,ok,0.3688,1393.302012,,,rrelu,3,80,2,192,1,128,3,384,0.517272777007211,0.000367499203183
1510,ok,0.3379,1387.968897,,,rrelu,2,64,3,192,2,192,2,384,0.331801719471932,0.000163711130194
1511,ok,0.9,1372.660869,,,selu,2,80,2,192,1,192,3,384,1.44259573698151,2.22578671204097E-05
1512,ok,0.14,1614.312859,,,selu,3,80,3,160,1,256,3,384,0.484218165658287,0.000424467381671
1513,ok,0.9,1474.204615,,,selu,3,96,2,160,1,192,3,384,1.28122864281211,0.000122508689147
1514,ok,0.3034,1344.423543,,,rrelu,2,64,3,128,2,320,2,256,0.684799768373348,0.000121519352327
1515,ok,0.3491,1287.429529,,,rrelu,3,64,2,128,1,128,2,512,0.645266575754268,0.000310956548715
1516,ok,0.4784,1709.536694,,,relu,2,80,3,192,2,128,3,512,1.17212829515799,4.89573870886277E-05
1517,ok,0.4439,1902.498676,,,relu,2,64,3,160,2,320,3,512,0.503492571416085,2.83200022210528E-05
1518,ok,0.3238,1478.177892,,,selu,3,96,2,160,1,192,3,384,0.416369695413803,2.82654340152698E-05
1519,ok,0.2756,1244.388238,,,selu,3,80,3,128,1,192,2,256,0.664141897420029,0.000175897420165
1520,ok,0.3874,1369.790062,,,elu,3,96,2,160,2,256,2,256,0.966614793612492,0.000397125349963
1521,ok,0.9,1550.842337,,,selu,3,80,3,192,1,128,2,512,1.38628901000493,0.000302359430847
1522,ok,0.1231,1221.262391,,,selu,3,64,3,160,1,128,2,256,0.308002631153981,4.0538294977152E-05
1523,ok,0.3642,1478.597526,,,relu,3,80,3,160,1,320,3,256,0.696657720715615,0.000146115123437
1524,ok,0.5445,1301.549683,,,elu,2,96,2,128,1,192,2,512,1.27629967654667,3.45738029421037E-05
1525,ok,0.3797,1503.873178,,,selu,2,96,3,192,2,192,3,256,0.551835813158442,0.000215112112824
1526,ok,0.4103,1454.669768,,,elu,2,80,2,160,2,320,2,384,0.785040952468085,0.000459318264517
1527,ok,0.3824,1410.041472,,,rrelu,3,96,2,160,2,192,2,384,1.36150216845622,5.18588878864509E-05
1528,ok,0.9,1294.235977,,,selu,2,96,2,128,2,128,3,384,0.824979168046898,4.12620719928325E-05
1529,ok,0.4238,1294.974334,,,relu,2,80,2,192,2,192,2,384,0.91619467875004,3.57665255930238E-05
1530,ok,0.3636,1394.262871,,,relu,2,64,3,128,1,256,2,512,0.705985224959312,0.000198367069232
1531,ok,0.3678,1196.546135,,,relu,2,96,2,160,2,192,2,256,0.710712321058819,0.000198731589257
1532,ok,0.2961,1303.050931,,,elu,3,80,3,128,2,128,2,384,0.166689695650566,5.99392539823326E-05
1533,ok,0.3484,1342.170979,,,elu,2,64,3,128,1,256,3,384,0.171664045396809,0.000194004075677
1534,ok,0.161,1564.056369,,,rrelu,3,64,3,128,2,256,3,384,0.696127431483065,4.44327660356465E-05
1535,ok,0.3868,1444.706799,,,relu,2,80,3,192,1,192,3,384,0.524672575863888,0.000482072055033
1536,ok,0.2062,1574.985678,,,rrelu,3,96,3,192,2,192,2,384,1.25876440489401,0.000490880563133
1537,ok,0.9,1551.247729,,,selu,2,80,3,160,2,320,3,256,1.22329291707748,0.000342294754555
1538,ok,0.3899,1551.865833,,,relu,2,80,3,160,2,256,3,384,0.751070176804358,2.73281611450433E-05
1539,ok,0.4644,1393.093259,,,relu,2,80,2,160,2,320,2,384,1.11963613524419,0.000245605134051
1540,ok,0.3625,1391.471705,,,rrelu,3,80,2,160,2,192,2,384,1.04605653862345,3.74537272988334E-05
1541,ok,0.9,1527.754031,,,selu,3,80,3,160,1,320,3,256,1.10371686206188,2.44670310908844E-05
1542,ok,0.4563,1598.252645,,,elu,2,80,3,160,1,128,3,512,1.36133544435513,0.000117956116114
1543,ok,0.9,1841.325218,,,selu,2,80,3,160,1,320,3,512,1.19909886982909,2.68692887457418E-05
1544,ok,0.4272,1188.847478,,,relu,2,64,2,160,2,192,2,384,0.881171003780456,0.000494866573543
1545,ok,0.3075,1223.396447,,,selu,2,80,2,128,1,128,3,384,0.465278552917623,7.29813195130092E-05
1546,ok,0.3027,1270.642844,,,selu,2,80,3,192,1,192,2,256,0.529677788074546,3.33367786752081E-05
1547,ok,0.4075,1489.39615,,,relu,3,80,2,192,1,256,3,384,1.04824440251179,0.000114340609107
1548,ok,0.4449,1599.584725,,,rrelu,2,64,2,160,1,256,3,512,0.505915245950365,2.53770161786955E-05
1549,ok,0.3706,1511.462176,,,relu,3,64,3,192,2,256,2,384,0.635275122466033,0.00045985997431
1550,ok,0.3531,1327.253447,,,relu,3,96,2,160,1,320,2,256,1.11207774956976,4.83680610754059E-05
1551,ok,0.3456,1346.90752,,,selu,3,64,2,160,2,192,3,256,0.560943614517328,0.000289914722803
1552,ok,0.4661,1662.19489,,,elu,2,64,3,192,2,128,3,512,0.79038600981754,0.000268003721017
1553,ok,0.3403,1349.174999,,,elu,3,80,2,128,2,128,3,384,1.16374905252541,3.62167092308743E-05
1554,ok,0.3314,1063.190514,,,relu,2,96,2,128,1,128,2,384,0.382525692328514,0.000347662734021
1555,ok,0.9,1346.468923,,,elu,3,80,2,128,1,192,3,384,1.45486336080266,0.000214591685155
1556,ok,0.1017,1607.733482,,,elu,3,80,3,160,2,192,3,384,0.508821761673798,8.12349062631824E-05
1557,ok,0.3138,1313.13987,,,relu,2,64,3,160,2,192,3,256,0.550650280769429,6.37203132546952E-05
1558,ok,0.3989,1506.123649,,,selu,3,80,2,128,2,192,3,384,0.283591101786716,0.000374948108034
