trial,status,loss,time,log,error,activation,layer1_layers,layer1_size,layer2_layers,layer2_size,layer3_layers,layer3_size,layer4_layers,layer4_size,learning_rate,weight_decay
652,ok,0.6539,1316.434616,,,rrelu,1,64,3,64,1,384,1,768,1.0902120067742,0.001864913793536
653,ok,0.4858,1709.157648,,,rrelu,3,48,2,96,1,256,2,768,1.56499480097603,0.000271690880108
654,ok,0.9,885.701983,,,elu,2,48,1,96,2,192,1,384,2.83606255275205,0.000225385185962
655,ok,0.9,1724.680526,,,elu,3,48,2,128,2,192,3,640,1.89220062639197,0.000296786973792
656,ok,0.9,1496.424965,,,rrelu,2,80,3,96,2,256,2,512,2.87349690046401,3.31956971991317E-05
657,ok,0.9,1228.359506,,,relu,3,80,2,96,1,128,3,384,2.91459667983466,0.000243284053045
658,ok,0.9,1220.347364,,,selu,2,64,1,128,2,128,2,640,2.31604352899147,0.000693003655923
659,ok,0.3123,1097.016025,,,selu,2,48,3,64,3,128,2,384,0.815297444042139,7.66033421084258E-05
660,ok,0.9,1488.906655,,,selu,3,64,2,192,2,320,1,512,1.46843338296829,3.35375761135443E-05
661,ok,0.9,1886.366259,,,elu,3,48,2,192,2,256,2,768,2.15174528922165,3.22560841128828E-05
662,ok,0.3803,1216.503859,,,relu,3,64,2,192,3,192,1,256,1.1428991366524,0.000137063948874
663,ok,0.2825,976.45909,,,elu,2,32,2,96,2,256,1,384,1.53493767542982,2.44539584489563E-05
664,ok,0.9,970.541303,,,selu,1,64,1,128,3,128,3,256,2.1563685637782,4.85201258201205E-05
665,ok,0.9,1500.452962,,,relu,2,64,2,192,2,256,2,512,2.90517629450923,0.000118601261772
666,ok,0.6958,1278.874238,,,elu,1,64,1,160,2,256,2,512,1.24908846469399,2.50241667531075E-05
667,ok,0.4751,1213.282,,,rrelu,2,64,2,128,2,192,1,640,0.44724089441996,0.001709430799883
668,ok,0.9,1119.649685,,,selu,2,48,2,64,2,320,2,256,2.25262825800375,3.13319608162665E-05
669,ok,0.9,893.602073,,,elu,1,64,2,96,1,192,1,512,2.37376112737254,0.00052682665204
670,ok,0.9,1404.253547,,,rrelu,1,64,2,160,3,320,1,512,2.39087100671047,5.07632151095891E-05
671,ok,0.4349,1389.616391,,,rrelu,1,80,2,160,3,256,3,256,0.439761508601254,3.19993432305056E-05
672,ok,0.9,1343.487147,,,elu,1,80,1,96,3,192,2,640,2.30159925686897,7.02137771290584E-05
673,ok,0.9,1389.905996,,,relu,3,32,1,64,3,320,3,384,2.60738774119026,2.13454496083687E-05
674,ok,0.5711,1134.083805,,,relu,2,48,1,64,2,192,3,384,2.12586759470045,5.70236197061959E-05
675,ok,0.3733,1315.028289,,,rrelu,2,96,2,64,2,384,1,384,2.14850889759689,3.55118722934075E-05
676,ok,0.2809,1002.589431,,,rrelu,3,32,3,96,2,128,1,512,0.623869595266736,0.000224450113614
677,ok,0.9,1284.79527,,,relu,2,80,1,96,3,320,2,256,2.14398776463108,0.000686526550121
678,ok,0.575,1225.720512,,,relu,3,32,3,128,2,192,1,640,1.35303412711538,6.17247441975684E-05
679,ok,0.9,993.988314,,,selu,1,32,2,96,3,192,2,256,2.30340650070369,7.13461275501896E-05
680,ok,0.5933,1086.918505,,,rrelu,1,48,1,96,3,192,3,256,0.521640138427568,0.000134561912853
681,ok,0.5612,1226.679289,,,relu,2,48,1,96,2,192,2,512,1.75813443606104,5.16227373940972E-05
682,ok,0.4348,1757.64324,,,elu,3,80,1,128,3,320,2,512,0.11291525298453,0.000323388061461
683,ok,0.9,1244.812129,,,elu,2,48,3,96,1,192,2,512,2.35218916040641,0.001231553741123
684,ok,0.9,1492.639919,,,elu,2,32,2,128,3,384,2,384,2.29025991396177,0.000389053267364
685,ok,0.5254,1553.142047,,,relu,3,80,1,64,2,128,3,640,1.75846300386753,2.42317862934096E-05
686,ok,0.9,889.877995,,,relu,1,48,2,96,1,128,3,256,1.9408739253973,0.001095072930333
687,ok,0.4026,1643.513581,,,rrelu,2,48,3,64,2,256,3,512,0.247737744232673,3.75630911426926E-05
688,ok,0.9,1850.116477,,,elu,3,80,2,96,3,192,3,640,1.80005702566453,0.00053733988776
689,ok,0.5115,1847.335664,,,relu,3,80,1,160,2,256,2,768,0.923794488218682,0.000309102209399
690,ok,0.4929,2032.662953,,,relu,1,64,2,128,2,256,3,768,0.774247652175139,0.000691978087271
691,ok,0.9,1385.413392,,,selu,2,64,2,96,2,256,2,512,1.42957326305139,0.001027580510499
692,ok,0.9,1319.619223,,,elu,2,80,2,96,1,192,2,640,1.93826074972188,0.001151678421785
693,ok,0.9,1373.872557,,,relu,2,64,2,96,3,320,1,512,1.79349710013842,0.000502717960573
694,ok,0.4107,1541.949813,,,rrelu,3,64,2,192,2,320,2,384,1.41192011287232,8.78928456799888E-05
695,ok,0.9,915.18389,,,selu,1,64,2,128,1,128,2,384,2.77039210930103,2.17533407274638E-05
696,ok,0.3626,935.527731,,,elu,1,32,2,96,3,128,1,640,0.783482744477107,7.325677616726E-05
697,ok,0.9,1402.132172,,,selu,2,64,2,96,2,256,2,512,1.55140303887135,0.001184709964308
698,ok,0.9,1104.108494,,,elu,3,64,2,96,1,192,1,640,2.69370168043991,5.68601265900911E-05
699,ok,0.9,747.724419,,,relu,2,48,1,96,1,192,1,256,1.95014568597975,0.000154348697416
700,ok,0.9,1928.6373,,,elu,2,48,2,128,3,128,3,768,2.6276060047837,0.000130728490518
701,ok,0.7112,1166.273892,,,relu,1,32,2,64,2,256,1,768,0.273610904552269,0.001119712024238
702,ok,0.4856,906.071984,,,relu,1,64,1,64,2,256,2,256,1.09568716813045,6.5762817763567E-05
703,ok,0.412,1456.958946,,,elu,2,48,2,128,1,320,2,640,0.625649721514032,6.03305282190651E-05
704,ok,0.9,1150.622861,,,relu,2,64,2,64,3,192,2,384,1.7540694048378,0.000545664549064
705,ok,0.4463,1139.864115,,,elu,2,64,2,64,2,128,2,512,1.56921341242596,0.000216798138976
706,ok,0.9,769.721977,,,elu,1,48,1,160,2,128,1,384,2.62986517474755,0.00088906542102
707,ok,0.34,793.129941,,,rrelu,1,64,2,96,2,128,1,384,0.315759038907316,7.45176625646818E-05
708,ok,0.6292,1121.527093,,,relu,1,64,2,96,2,256,1,640,1.0604322983161,0.000836706293884
709,ok,0.4932,1744.083115,,,rrelu,1,32,3,192,2,256,3,512,2.46293385646304,2.38783970601856E-05
710,ok,0.9,1479.729114,,,relu,2,48,3,128,2,384,2,384,1.88361592771545,0.000157557245173
711,ok,0.9,1274.914492,,,elu,1,80,3,96,2,320,2,384,2.63400914132624,0.000106900964196
712,ok,0.3476,1166.802054,,,elu,2,64,2,128,1,320,2,384,1.41847253066999,0.000139413053341
713,ok,0.543,1441.386697,,,rrelu,1,64,3,128,2,192,2,640,1.88300014226062,0.000480273491317
714,ok,0.569,1098.734077,,,relu,1,48,1,160,3,256,2,256,0.676731652840637,5.35038532300658E-05
715,ok,0.4541,1501.378251,,,rrelu,2,80,2,128,2,256,2,512,0.914005028449843,0.000544166771586
716,ok,0.2368,996.352472,,,elu,2,32,3,128,2,192,1,256,1.33558650695591,2.33838072889855E-05
717,ok,0.9,1697.879905,,,selu,1,96,2,160,3,192,3,512,2.86154752137912,7.63564754014368E-05
718,ok,0.7757,1342.605848,,,rrelu,2,32,2,96,2,256,2,512,0.419945119089512,4.51111519636226E-05
719,ok,0.9,1215.602926,,,elu,3,64,3,96,3,192,1,384,2.03066793769712,0.000654235711343
720,ok,0.4157,1473.532605,,,rrelu,2,80,2,128,2,384,3,256,1.47203832524236,5.49802335625949E-05
721,ok,0.5156,1981.934716,,,rrelu,3,64,2,128,3,256,2,768,2.49412395066102,0.000333963776674
722,ok,0.414,903.868483,,,selu,1,48,1,96,1,192,1,640,0.213277495320741,0.000225338746032
723,ok,0.9,1232.52972,,,rrelu,2,48,2,128,3,192,2,384,2.47421692574118,0.000232048578489
724,ok,0.3642,1057.010055,,,rrelu,2,64,2,64,2,256,2,256,0.268760694437984,0.001884971205647
725,ok,0.497,1502.861837,,,rrelu,2,96,2,160,1,192,2,640,1.95135316631893,4.67851251624091E-05
726,ok,0.446,1689.840972,,,relu,2,96,2,96,2,320,2,640,0.19178623879886,0.000663188889257
727,ok,0.5223,1176.504515,,,relu,1,32,2,96,2,320,2,384,0.588714671646591,0.000136417315475
728,ok,0.9,1135.357937,,,selu,1,80,2,160,3,192,1,384,1.2487666365503,0.00022378500777
729,ok,0.9,1105.840451,,,elu,1,96,1,64,3,256,1,512,2.38921062034853,0.001944697284684
730,ok,0.3881,1224.544769,,,elu,1,48,3,160,2,192,2,384,0.98949153944276,0.00017260615872
731,ok,0.3011,982.042193,,,elu,3,32,1,64,2,192,2,384,1.09958336777185,2.17543012170374E-05
732,ok,0.5127,1989.984504,,,relu,2,80,1,128,3,320,2,768,2.1459111931375,2.82939047049797E-05
733,ok,0.411,1140.547763,,,rrelu,2,80,2,128,1,192,2,384,1.81062296178374,0.000721523466288
734,ok,0.479,1700.604871,,,rrelu,2,64,2,128,2,192,3,640,1.68965606175485,2.65126399883592E-05
735,ok,0.3864,937.905039,,,elu,2,32,2,96,1,192,2,384,1.6247694609986,0.000104040625885
736,ok,0.9,963.797415,,,relu,1,64,3,192,1,192,1,256,1.78420887692668,0.000208040955844
737,ok,0.4585,1183.582489,,,rrelu,2,48,2,128,2,128,3,384,0.326353743800107,0.000208485422314
738,ok,0.9,1665.411766,,,rrelu,3,80,3,192,2,192,2,512,2.69203051434143,0.000462411814104
739,ok,0.3051,865.406427,,,rrelu,2,48,1,96,1,320,1,256,0.879945911702332,5.07852079235366E-05
740,ok,0.9,921.014343,,,relu,1,64,2,64,1,384,2,256,1.06883535764448,0.001263647717139
741,ok,0.3801,1056.132351,,,rrelu,3,48,1,64,1,256,2,384,0.974405074520905,0.001325552143499
742,ok,0.3887,1112.541941,,,rrelu,3,32,2,64,1,192,3,384,1.04220862821427,0.000451063003091
743,ok,0.4306,1033.700118,,,elu,3,32,2,64,2,192,2,384,1.00538097373147,0.000149002395051
744,ok,0.4143,1273.48759,,,selu,2,32,2,192,2,320,2,256,0.870481621729879,0.000104923480348
745,ok,0.5202,1222.39849,,,relu,2,64,3,64,3,256,2,256,2.153262603424,3.1191758930048E-05
746,ok,0.9,1519.371007,,,rrelu,2,48,2,160,2,384,1,640,2.71718185891697,0.000470186106267
747,ok,0.5988,1077.563637,,,elu,1,80,1,128,2,256,2,384,1.21589685659623,8.42710598766166E-05
748,ok,0.4477,871.430948,,,rrelu,1,32,1,128,1,192,2,384,2.38822563870186,0.000361273813857
749,ok,0.9,1568.317625,,,relu,2,32,2,128,2,192,2,768,2.99404877215927,0.000151633980867
750,ok,0.8031,1200.660568,,,relu,2,32,2,96,1,192,2,640,1.68669025249641,6.23562272496437E-05
751,ok,0.9,1506.390152,,,selu,3,32,2,128,2,320,2,512,2.49889776159439,0.000630970026382
752,ok,0.7486,1841.941064,,,rrelu,1,96,1,96,3,384,2,640,1.05143784567289,6.45433205736837E-05
753,ok,0.3084,1072.345905,,,rrelu,3,48,2,128,1,256,1,384,0.206023087579144,0.000635106054842
754,ok,0.9,1882.710713,,,relu,3,48,2,96,1,128,3,768,0.876897711142169,0.001895908567297
755,ok,0.4436,1355.841626,,,selu,2,64,1,128,3,192,2,512,0.239092880418735,0.000101503649048
756,ok,0.3538,1160.026644,,,elu,2,48,3,128,2,192,2,256,1.0682433919874,0.000388098749998
757,ok,0.3762,748.30025,,,elu,1,32,1,96,1,192,2,256,1.33600425729585,0.000151962674245
758,ok,0.9,1403.790131,,,selu,3,64,2,192,3,192,1,512,1.38447054621443,0.00056409831024
759,ok,0.4105,1747.872773,,,rrelu,2,48,3,128,1,320,3,512,0.959388130098098,3.22825225293018E-05
760,ok,0.6635,1515.478208,,,rrelu,1,64,3,96,2,192,3,512,0.553451486786999,0.000232179535168
761,ok,0.4264,1502.53707,,,rrelu,2,64,3,128,1,128,3,512,1.53241830274888,0.000437100316993
762,ok,0.9,1380.07566,,,elu,1,64,2,96,1,256,3,512,2.75485735515391,0.000655275519074
763,ok,0.6792,1218.445307,,,elu,3,32,2,96,2,192,3,384,1.95303009726057,3.46132814752317E-05
764,ok,0.9,1163.706123,,,relu,1,48,1,96,2,384,2,384,2.10655030458739,0.001259877729604
765,ok,0.9,1760.491519,,,elu,2,32,2,192,3,256,3,512,2.28513802512008,0.000122279508153
766,ok,0.3321,1116.683544,,,selu,2,64,2,160,1,128,3,256,0.185861949692866,0.000587531853838
767,ok,0.5082,968.740475,,,relu,1,64,1,64,3,128,1,768,1.49035758416973,0.000142760747776
768,ok,0.7328,1572.329225,,,relu,1,80,3,64,2,192,2,768,0.666193411042055,0.000855924218248
769,ok,0.9,2308.131332,,,relu,3,64,2,128,2,320,3,768,2.74061819229217,0.001357323568661
770,ok,0.9,1167.875322,,,relu,1,64,2,160,2,128,2,512,2.29088788858603,0.000762119062801
771,ok,0.9,971.756184,,,elu,1,64,2,160,3,128,2,256,2.61404750878836,0.00017365204457
772,ok,0.386,985.073798,,,elu,3,48,1,64,2,128,2,384,1.30652731072464,0.000731311512847
773,ok,0.4842,1315.171684,,,rrelu,1,48,2,160,2,192,2,512,2.20557671658134,0.000542251902676
774,ok,0.9,1545.420875,,,elu,3,80,3,160,2,256,3,256,2.24951359495738,0.000157685078566
775,ok,0.9,1602.697485,,,elu,2,80,2,192,3,320,2,384,2.60146015282315,0.001316922456958
776,ok,0.9,1161.739325,,,selu,1,80,2,96,2,128,2,512,2.01627258168794,4.33669056088458E-05
777,ok,0.9,911.336949,,,selu,2,80,2,96,1,128,1,384,1.39365569518649,0.000165438973175
778,ok,0.9,996.581051,,,selu,2,48,2,96,2,192,1,384,1.85661620425984,0.000360610424055
779,ok,0.9,1480.730091,,,selu,3,80,2,160,3,192,2,384,2.93142868748146,0.000908951241988
780,ok,0.5582,1114.622828,,,rrelu,1,48,2,96,2,256,2,384,1.54159038369504,2.98871291917633E-05
781,ok,0.9,1216.946124,,,elu,2,64,2,128,2,256,2,384,2.46272850156643,0.000792981262478
782,ok,0.3139,1039.127928,,,rrelu,3,64,1,64,1,192,1,640,0.163610757414787,0.001430691508738
783,ok,0.9,983.236375,,,selu,1,48,2,128,2,128,2,384,1.82652183321427,0.000456455698396
784,ok,0.9,913.088413,,,elu,3,32,2,64,2,256,1,256,2.74461206142652,0.001499930986388
785,ok,0.9,1219.64706,,,relu,2,80,3,64,2,256,2,384,2.32513037483919,0.000151361349901
786,ok,0.9,1667.720848,,,elu,2,32,2,192,2,192,3,640,2.89238953761578,2.2081296549798E-05
787,ok,0.3631,1165.19533,,,elu,2,64,2,128,3,192,2,256,0.828158511984516,6.6596861297111E-05
788,ok,0.9,1219.57745,,,relu,1,64,2,128,1,256,2,512,2.75135505039171,0.000911880908872
789,ok,0.4518,1674.974249,,,selu,2,48,2,160,2,320,1,768,0.331453228549864,2.04008650111315E-05
790,ok,0.4077,940.696072,,,relu,1,80,2,128,2,128,1,512,0.60320322660155,0.001792771201178
791,ok,0.9,2295.727703,,,elu,2,48,2,96,2,384,3,768,2.94569487925232,7.33163838346103E-05
792,ok,0.9,1277.025438,,,relu,2,64,2,160,3,192,2,384,2.18859783745074,0.000852384977328
793,ok,0.9,1501.081589,,,relu,2,48,1,64,2,384,2,640,2.62804223587482,0.000296113981737
794,ok,0.9,1068.274949,,,elu,2,48,2,128,2,256,1,384,2.27308527146219,0.00041137547143
795,ok,0.4112,2006.97742,,,elu,2,48,3,160,3,256,2,768,0.32402328869498,3.27396025417549E-05
796,ok,0.4732,1391.739196,,,rrelu,2,64,2,96,2,192,2,640,2.0578235957482,4.54319148007223E-05
797,ok,0.9,1191.606568,,,relu,3,48,3,96,2,192,2,256,2.59823003151594,0.000145841106195
798,ok,0.7537,1755.761646,,,elu,3,32,2,160,2,256,2,768,1.18387855684612,0.001047094947202
799,ok,0.7045,1289.819389,,,elu,1,48,2,96,3,192,2,512,0.494634494101887,0.001614588610796
800,ok,0.5205,1576.890222,,,rrelu,2,64,2,96,2,384,2,512,1.21349144508539,0.001114371004654
801,ok,0.3922,1103.580248,,,elu,2,48,1,160,2,192,2,384,1.60678834670391,0.000177732753194
802,ok,0.9,1031.622488,,,rrelu,2,32,2,96,2,128,1,768,2.77033381688665,0.000529080446417
803,ok,0.9,1196.699793,,,selu,3,32,1,96,1,192,2,640,2.73876930140783,0.000254153160205
804,ok,0.9,796.583822,,,selu,2,48,1,64,1,128,2,256,2.33627943719952,0.000698330768633
805,ok,0.9,865.675836,,,elu,3,32,1,96,1,256,2,256,2.59434550546484,0.00012356767683
806,ok,0.4909,1462.555783,,,rrelu,2,64,2,64,2,320,2,512,1.44137841338724,2.92950783172601E-05
807,ok,0.3416,898.408979,,,elu,1,48,1,160,1,320,1,384,0.893731908461407,2.07518085641134E-05
808,ok,0.9,805.881289,,,selu,1,32,2,96,1,128,1,512,1.30823019364532,2.05150321641233E-05
809,ok,0.9,1139.993737,,,selu,2,32,1,64,3,256,2,384,1.85557661272275,0.000342174614308
810,ok,0.9,1594.909228,,,rrelu,3,64,2,128,2,320,2,512,2.98709729295082,9.99533192841982E-05
811,ok,0.3253,853.895578,,,rrelu,1,64,2,64,1,128,1,640,0.527353874755108,3.92395236501288E-05
812,ok,0.4376,1286.568414,,,relu,2,48,2,128,2,192,3,384,1.16981768105493,8.09885494536118E-05
813,ok,0.3097,1091.915006,,,selu,3,48,2,128,1,192,2,256,0.593644719779626,0.000176218195746
814,ok,0.3047,1176.496474,,,relu,3,80,2,160,1,192,2,256,0.272909433496193,2.52464544097432E-05
815,ok,0.5409,1336.688477,,,rrelu,3,80,2,96,1,384,2,384,2.17929889959194,0.000971814924925
816,ok,0.9,1127.940275,,,elu,1,32,3,160,2,256,1,384,1.74347433923869,0.000112153779703
817,ok,0.9,1308.297482,,,elu,2,48,1,64,3,384,2,256,1.95045579497121,0.000424252865195
818,ok,0.4733,1770.884331,,,relu,2,96,2,160,3,256,2,640,0.30257700566719,0.001227569288595
819,ok,0.4389,1747.017234,,,elu,2,80,3,128,3,128,3,640,1.2065714487339,0.000180169440162
820,ok,0.9,1143.70864,,,relu,1,96,3,96,2,320,1,384,2.48708091103727,0.001308522636203
821,ok,0.7202,1107.68553,,,relu,2,64,2,160,2,192,2,256,2.52127839530901,2.83269995379574E-05
822,ok,0.9,1705.357877,,,selu,2,48,2,160,2,256,3,512,2.43173662711677,0.000645633682946
823,ok,0.3941,1256.572941,,,selu,1,48,3,128,2,256,2,384,0.308183149300859,0.001713385041108
824,ok,0.3867,1351.111877,,,relu,1,64,3,128,2,192,2,512,0.443418846996782,8.49369366057252E-05
825,ok,0.9,1408.660358,,,selu,2,64,1,96,2,320,2,512,1.2266368100805,0.000415062811376
826,ok,0.5423,1111.786878,,,selu,1,48,2,96,3,256,1,384,0.400097700575719,0.000888524468669
827,ok,0.3243,1095.266876,,,selu,2,80,2,96,3,128,2,256,0.745637957364892,0.00025984323941
828,ok,0.475,1294.913231,,,elu,2,48,2,64,3,256,1,640,0.393910742255285,0.000639561263977
829,ok,0.4605,1427.626099,,,relu,3,80,2,96,1,256,2,512,1.31752502427355,3.21322618984299E-05
830,ok,0.4879,1836.407909,,,rrelu,3,96,2,64,3,320,1,768,1.16722228185987,7.31442923332571E-05
831,ok,0.181,2304.112054,,,selu,3,48,3,160,2,192,3,768,0.219209576716206,5.3439722888657E-05
832,ok,0.9,883.541313,,,elu,2,48,3,96,2,128,1,256,2.95417614288701,0.001473457265159
833,ok,0.9,2089.299602,,,selu,3,48,2,160,3,128,3,768,1.87200585855673,0.000398751108913
834,ok,0.3939,1154.632335,,,relu,2,48,3,64,3,192,1,512,0.260074754300611,0.000900465902287
835,ok,0.9,1423.641279,,,elu,2,48,3,128,2,192,2,512,1.85139428511107,2.47837462008293E-05
836,ok,0.3897,1150.767195,,,selu,3,64,2,160,1,192,2,256,0.409647455791024,0.000303702641138
837,ok,0.2626,1120.900244,,,selu,3,96,2,96,2,128,1,384,1.07216031671969,2.01855613834722E-05
838,ok,0.9,1049.711046,,,selu,2,64,2,160,1,192,2,256,1.95974987281711,0.000748113993774
839,ok,0.5102,1475.546472,,,rrelu,2,48,1,128,2,256,2,640,1.07920453474401,0.000126330546374
840,ok,0.4887,1671.467146,,,relu,2,48,1,160,3,192,3,640,1.15165447210944,2.24552780699303E-05
841,ok,0.9,1168.749624,,,relu,2,32,2,192,1,256,1,640,1.46901747077224,0.000779882596852
842,ok,0.9,1410.157463,,,selu,2,48,2,128,2,384,2,384,0.946741453725544,0.000669538600355
843,ok,0.9,961.489613,,,selu,1,48,1,96,2,192,2,384,2.42714805372547,0.000232295945032
844,ok,0.9,1349.846974,,,relu,1,32,2,128,1,192,3,512,2.7509703783763,0.00028307466867
845,ok,0.9,1656.723888,,,selu,2,96,2,128,2,128,3,640,2.79704936307734,9.04995491722818E-05
846,ok,0.3557,1149.071978,,,rrelu,2,48,2,160,1,192,3,256,1.30575807025982,0.000174477764594
847,ok,0.3017,1393.526548,,,elu,3,48,2,160,2,192,3,384,0.427168581864406,8.88428827640223E-05
848,ok,0.9,975.399451,,,elu,2,48,1,160,3,192,1,256,2.9951402347024,7.6641513879904E-05
849,ok,0.4434,1402.754122,,,elu,2,96,2,160,2,320,1,512,0.851262462114525,0.000113920550359
850,ok,0.9,1085.62292,,,rrelu,1,32,1,128,2,384,2,256,2.93185272364608,0.000182223716077
851,ok,0.3377,1158.250378,,,rrelu,2,48,1,160,2,256,1,512,0.579264358145305,0.001112787499255
852,ok,0.9,1395.828339,,,selu,3,48,2,128,2,320,2,384,2.97737124861573,4.90275739183335E-05
853,ok,0.437,1683.566103,,,rrelu,3,96,1,160,2,384,1,640,1.14115342714142,2.28022373726739E-05
854,ok,0.2557,939.227668,,,relu,1,48,2,160,2,128,2,256,0.108694692588697,5.77169047221196E-05
855,ok,0.9,1890.788733,,,selu,2,96,1,64,2,384,3,640,2.42472804459273,0.000719644270956
856,ok,0.9,1145.540614,,,elu,1,96,3,128,2,256,1,384,2.87462731029813,2.97960585315336E-05
857,ok,0.4685,1484.796022,,,rrelu,2,48,1,128,2,192,3,512,1.1660784870328,7.20393213967805E-05
858,ok,0.9,1103.852017,,,selu,1,48,3,128,1,256,1,512,2.23418713611318,0.000148708810875
859,ok,0.1823,1581.384205,,,relu,3,48,3,192,2,320,3,256,1.45098890600034,0.000253286735113
860,ok,0.9,1815.919354,,,elu,2,32,2,160,3,256,3,640,2.42821398328938,8.47151019736107E-05
861,ok,0.9,1234.106628,,,selu,2,48,3,96,2,128,3,384,2.1305451745669,3.92984782154826E-05
862,ok,0.9,993.941485,,,selu,1,64,2,128,1,192,2,384,2.3332232604267,0.000201577853072
863,ok,0.5271,1505.828343,,,relu,1,64,2,192,2,256,2,640,0.876133769923223,0.000719561585246
864,ok,0.9,1479.485843,,,selu,3,64,2,128,3,192,3,384,2.1434725129467,0.000760823342612
865,ok,0.9,1307.373052,,,relu,1,64,2,96,3,320,3,256,2.64736665947822,0.000571080804577
866,ok,0.345,1318.983059,,,elu,3,80,2,192,2,192,2,256,1.71420759483933,6.87445153090321E-05
867,ok,0.9,1074.845936,,,elu,2,32,2,96,2,320,2,256,1.86831150897939,0.000102636854579
868,ok,0.7226,1264.711855,,,elu,2,32,2,96,2,256,1,768,0.88181161995679,0.001644611404998
869,ok,0.4707,1540.347562,,,elu,2,80,3,128,1,320,1,768,0.290934761876934,0.001276559272866
870,ok,0.9,1482.9237,,,selu,2,48,3,160,2,320,2,384,1.84451095684457,5.82957719394559E-05
871,ok,0.9,900.930775,,,relu,2,48,1,64,3,128,1,512,2.03430972905178,0.000302507215571
872,ok,0.9,1440.937548,,,selu,1,64,2,128,2,256,2,640,1.74653501325965,2.4430334978453E-05
873,ok,0.4643,2334.241483,,,elu,3,32,2,128,2,384,3,768,0.515257044189852,3.26561525009692E-05
874,ok,0.2824,1050.982291,,,elu,2,48,3,128,1,128,1,512,0.855306195306638,6.7858346170265E-05
875,ok,0.3193,1089.063815,,,selu,3,64,3,96,2,128,1,384,0.520062689952004,0.000216754470697
876,ok,0.3321,1383.427181,,,elu,3,64,3,128,2,256,1,512,0.685369512888776,0.000229208139465
877,ok,0.9,1872.634535,,,elu,1,96,3,96,2,320,2,768,2.19620043036628,8.7445376292038E-05
878,ok,0.4835,1286.1638,,,rrelu,2,80,2,96,2,256,1,640,2.16542930374604,0.000259588836964
879,ok,0.9,1295.750238,,,selu,1,32,1,192,2,320,3,384,2.70847007779445,0.001081892785322
880,ok,0.4804,1288.36031,,,elu,2,80,1,96,2,256,3,384,1.36018313468126,0.00022542190897
881,ok,0.9,1135.586116,,,selu,2,32,1,192,2,128,2,512,1.29397713387255,0.000424707874304
882,ok,0.9,1579.91411,,,rrelu,3,48,2,96,3,384,2,384,2.48074918331236,0.00155166957996
883,ok,0.9,1294.899298,,,selu,2,48,2,96,3,256,2,384,1.52612960173659,0.000222907602988
884,ok,0.9,1457.098318,,,elu,2,48,2,192,1,256,2,640,2.39423752437543,0.00173577655137
885,ok,0.474,1429.497197,,,relu,2,80,1,192,1,256,2,640,0.866570825720292,0.000196662380424
886,ok,0.9,1535.293205,,,relu,2,48,1,96,3,192,3,512,1.49967425657119,0.000468072745332
887,ok,0.9,1455.823094,,,rrelu,3,80,1,160,3,256,3,256,2.64605199024396,2.2602390113564E-05
888,ok,0.9,1266.06567,,,selu,3,64,2,160,1,256,2,384,2.27751511045052,6.56356665898742E-05
889,ok,0.9,829.17734,,,selu,1,64,3,64,3,128,1,256,2.17984727720891,5.76842140416689E-05
890,ok,0.5461,1342.571792,,,relu,2,80,2,192,2,256,1,512,1.20118317068477,0.000621547602427
891,ok,0.9,780.221366,,,selu,1,32,2,64,1,256,1,384,1.74222487366827,0.000432967987682
892,ok,0.4135,808.297389,,,relu,1,96,1,64,1,192,2,256,1.13669681740948,0.000178827051973
893,ok,0.9,908.013632,,,rrelu,1,96,2,128,1,192,2,256,2.74082282053564,0.000118342555765
894,ok,0.5,977.60769,,,relu,1,48,1,160,1,256,3,256,0.332052317198033,4.08965544219537E-05
895,ok,0.4256,1071.446933,,,elu,1,80,2,160,2,192,2,256,0.927048899015561,0.000601781264633
896,ok,0.9,1078.630006,,,relu,1,64,2,128,2,192,3,256,1.48764807602008,0.000791605174576
897,ok,0.3621,1106.228844,,,elu,2,48,2,64,2,320,2,256,0.302034500163385,0.000100204667587
898,ok,0.4374,1120.252504,,,rrelu,2,96,3,96,1,128,2,384,1.47222069565635,0.000621985582882
899,ok,0.9,1129.085303,,,selu,1,80,1,160,1,384,2,384,2.7401674238413,0.000122156535547
900,ok,0.5252,1126.584375,,,rrelu,1,32,2,192,2,256,2,256,1.52596174411736,3.71486731757377E-05
901,ok,0.9,1139.425192,,,rrelu,3,32,2,128,3,192,2,256,2.86714452726217,0.000225680156389
902,ok,0.9,1143.069792,,,relu,1,32,3,192,2,192,2,256,0.937870541725357,0.001970602873992
903,ok,0.4589,1178.76894,,,relu,2,80,2,96,2,192,1,640,0.821027231206187,0.000344230040784
904,ok,0.7589,1212.624522,,,rrelu,1,32,2,160,2,384,1,384,2.36749124694727,0.001533161928982
905,ok,0.333,1221.194039,,,relu,2,96,3,128,2,128,1,640,1.18195223246963,0.000127954321064
906,ok,0.4159,1260.102759,,,elu,2,48,2,128,1,192,2,512,1.35919973477482,0.000167141176751
907,ok,0.9,1287.988777,,,elu,3,80,3,128,2,128,2,384,1.88137103506609,0.000192894652673
908,ok,0.6851,1292.217744,,,relu,2,32,3,96,2,192,2,512,0.902200090081163,0.000138916231513
909,ok,0.7226,1293.954119,,,selu,1,32,2,128,1,320,2,512,0.263126242214656,6.60061390831473E-05
